Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,32.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,29.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,31.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,29
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,34.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,31.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,31
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,32.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,39.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,28.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,28.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,32
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,31.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,26
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,35.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,32.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,29.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,31
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,31.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,31.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,29.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,32.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,28.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,35.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,23.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,31.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,34.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,34.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,32.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,34.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,36.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,26.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,36.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,36
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,36.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,27.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,30.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,31
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,34.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,31.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,3.9,58,"Jun 7 - Jun 19, 2023",07-06-2023,19-06-2023,33
Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,32.6
Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,26.2
Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,22.5
Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,21.8
Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,15.9
Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,12.1
Symptoms of Depressive Disorder,By Age,United States,80 years and above,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,13.6
Symptoms of Depressive Disorder,By Sex,United States,Male,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,21.1
Symptoms of Depressive Disorder,By Sex,United States,Female,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,22.8
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,26
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,20.9
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,21.5
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,17.8
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,29.1
Symptoms of Depressive Disorder,By State,Alabama,Alabama,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,27.3
Symptoms of Depressive Disorder,By State,Alaska,Alaska,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,18.6
Symptoms of Depressive Disorder,By State,Arizona,Arizona,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,20.4
Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,25.2
Symptoms of Depressive Disorder,By State,California,California,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,24.6
Symptoms of Depressive Disorder,By State,Colorado,Colorado,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,20.6
Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,18.9
Symptoms of Depressive Disorder,By State,Delaware,Delaware,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,17.6
Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,21.3
Symptoms of Depressive Disorder,By State,Florida,Florida,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,21
Symptoms of Depressive Disorder,By State,Georgia,Georgia,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,23.8
Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,25.1
Symptoms of Depressive Disorder,By State,Idaho,Idaho,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,17.5
Symptoms of Depressive Disorder,By State,Illinois,Illinois,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,22.1
Symptoms of Depressive Disorder,By State,Indiana,Indiana,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,21.4
Symptoms of Depressive Disorder,By State,Iowa,Iowa,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,21
Symptoms of Depressive Disorder,By State,Kansas,Kansas,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,21.4
Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,24.1
Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,27.4
Symptoms of Depressive Disorder,By State,Maine,Maine,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,24.2
Symptoms of Depressive Disorder,By State,Maryland,Maryland,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,19.2
Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,21.1
Symptoms of Depressive Disorder,By State,Michigan,Michigan,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,21.4
Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,16.5
Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,29.8
Symptoms of Depressive Disorder,By State,Missouri,Missouri,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,24.7
Symptoms of Depressive Disorder,By State,Montana,Montana,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,21.6
Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,21.8
Symptoms of Depressive Disorder,By State,Nevada,Nevada,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,24.9
Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,17.8
Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,20
Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,26
Symptoms of Depressive Disorder,By State,New York,New York,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,21
Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,21.2
Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,19.5
Symptoms of Depressive Disorder,By State,Ohio,Ohio,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,23.7
Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,25.5
Symptoms of Depressive Disorder,By State,Oregon,Oregon,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,25.6
Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,19.9
Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,18.1
Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,21.2
Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,14.9
Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,27.7
Symptoms of Depressive Disorder,By State,Texas,Texas,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,19.5
Symptoms of Depressive Disorder,By State,Utah,Utah,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,24.5
Symptoms of Depressive Disorder,By State,Vermont,Vermont,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,16.5
Symptoms of Depressive Disorder,By State,Virginia,Virginia,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,22.2
Symptoms of Depressive Disorder,By State,Washington,Washington,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,20.9
Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,23.4
Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,16.1
Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,18.8
Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,38.4
Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,34.5
Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,29.7
Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,26
Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,19.2
Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,14
Symptoms of Anxiety Disorder,By Age,United States,80 years and above,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,17.4
Symptoms of Anxiety Disorder,By Sex,United States,Male,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,23.6
Symptoms of Anxiety Disorder,By Sex,United States,Female,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,30.8
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,30
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,27
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,24.4
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,19.1
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,37.5
Symptoms of Anxiety Disorder,By State,Alabama,Alabama,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,29.3
Symptoms of Anxiety Disorder,By State,Alaska,Alaska,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,20.3
Symptoms of Anxiety Disorder,By State,Arizona,Arizona,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,24.8
Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,27.2
Symptoms of Anxiety Disorder,By State,California,California,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,26.6
Symptoms of Anxiety Disorder,By State,Colorado,Colorado,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,27.3
Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,25.5
Symptoms of Anxiety Disorder,By State,Delaware,Delaware,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,15.9
Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,32
Symptoms of Anxiety Disorder,By State,Florida,Florida,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,26.4
Symptoms of Anxiety Disorder,By State,Georgia,Georgia,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,30.8
Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,27.7
Symptoms of Anxiety Disorder,By State,Idaho,Idaho,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,27.3
Symptoms of Anxiety Disorder,By State,Illinois,Illinois,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,27.4
Symptoms of Anxiety Disorder,By State,Indiana,Indiana,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,28.2
Symptoms of Anxiety Disorder,By State,Iowa,Iowa,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,29.4
Symptoms of Anxiety Disorder,By State,Kansas,Kansas,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,29.4
Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,30.2
Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,32.5
Symptoms of Anxiety Disorder,By State,Maine,Maine,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,27
Symptoms of Anxiety Disorder,By State,Maryland,Maryland,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,23.5
Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,27.9
Symptoms of Anxiety Disorder,By State,Michigan,Michigan,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,28.1
Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,22.3
Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,30.2
Symptoms of Anxiety Disorder,By State,Missouri,Missouri,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,31.8
Symptoms of Anxiety Disorder,By State,Montana,Montana,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,32.1
Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,28
Symptoms of Anxiety Disorder,By State,Nevada,Nevada,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,29.1
Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,24
Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,25.7
Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,32.2
Symptoms of Anxiety Disorder,By State,New York,New York,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,24.7
Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,26.7
Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,25.1
Symptoms of Anxiety Disorder,By State,Ohio,Ohio,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,27.7
Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,35.7
Symptoms of Anxiety Disorder,By State,Oregon,Oregon,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,33.5
Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,29.9
Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,23
Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,26.8
Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,23.5
Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,33.1
Symptoms of Anxiety Disorder,By State,Texas,Texas,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,24.4
Symptoms of Anxiety Disorder,By State,Utah,Utah,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,29
Symptoms of Anxiety Disorder,By State,Vermont,Vermont,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,21.7
Symptoms of Anxiety Disorder,By State,Virginia,Virginia,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,27.1
Symptoms of Anxiety Disorder,By State,Washington,Washington,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,29.9
Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,29.3
Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,22.1
Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,26.2
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,46.6
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,39.3
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,33.9
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,31.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,24
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,18.3
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,20.6
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,29.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,35.5
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,37.2
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,31.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,29.7
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.9,59,"Jun 28 - Jul 10, 2023",28-06-2023,10-07-2023,26.5
